Indicator,SeriesID,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Total,Time_Detail,Source,FootNote,Nature,Units,Reporting Type,SeriesCode,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),591,Panama,2010,8.9,2010,Instituto Nacional de Estadística y Censo de la Contraloría (INEC). Avances de la CST-P 2007-2013,The data correspond to Tourism GVA (direct) as a percentage of total GVA. The publication of the Tourism Satellite Accounts 2007-2013 was carried out based on the estimated annual series available at the time. The estimate from the revised series is not currently available.,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),591,Panama,2011,9.2,2011,Instituto Nacional de Estadística y Censo de la Contraloría (INEC). Avances de la CST-P 2007-2013,The data correspond to Tourism GVA (direct) as a percentage of total GVA. The publication of the Tourism Satellite Accounts 2007-2013 was carried out based on the estimated annual series available at the time. The estimate from the revised series is not currently available.,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),591,Panama,2012,9.3,2012,Instituto Nacional de Estadística y Censo de la Contraloría (INEC). Avances de la CST-P 2007-2013,The data correspond to Tourism GVA (direct) as a percentage of total GVA. The publication of the Tourism Satellite Accounts 2007-2013 was carried out based on the estimated annual series available at the time. The estimate from the revised series is not currently available.,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),591,Panama,2013,9.1,2013,Instituto Nacional de Estadística y Censo de la Contraloría (INEC). Avances de la CST-P 2007-2013,The data correspond to Tourism GVA (direct) as a percentage of total GVA. The publication of the Tourism Satellite Accounts 2007-2013 was carried out based on the estimated annual series available at the time. The estimate from the revised series is not currently available.,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),600,Paraguay,2008,0.4,2008,SENATUR: Secreataria Nacional de Turismo,  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),600,Paraguay,2009,0.9,2009,SENATUR: Secreataria Nacional de Turismo,  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),600,Paraguay,2010,0.8,2010,SENATUR: Secreataria Nacional de Turismo,  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),600,Paraguay,2011,0.7,2011,SENATUR: Secreataria Nacional de Turismo,  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),600,Paraguay,2012,0.7,2012,SENATUR: Secreataria Nacional de Turismo,  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),600,Paraguay,2013,0.7,2013,SENATUR: Secreataria Nacional de Turismo,  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),600,Paraguay,2014,0.7,2014,SENATUR: Secreataria Nacional de Turismo,  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),600,Paraguay,2015,1.3,2015,SENATUR: Secreataria Nacional de Turismo,  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),600,Paraguay,2016,1.3,2016,SENATUR: Secreataria Nacional de Turismo,  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),600,Paraguay,2017,1.5,2017,SENATUR: Secreataria Nacional de Turismo,  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),600,Paraguay,2018,1.1,2018,SENATUR: Secreataria Nacional de Turismo,  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),600,Paraguay,2019,1.2,2019,SENATUR: Secreataria Nacional de Turismo,  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),600,Paraguay,2020,0.2,2020,SENATUR: Secreataria Nacional de Turismo,  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),604,Peru,2011,3.6,2011,"Ministry of Foreign Trade and Tourism (MINCETUR) - Tourism Satellite Account 2011; Economic Measurement of Tourism, via cooperation UNWTO - OECD.",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),604,Peru,2012,3.6,2012,"Ministry of Foreign Trade and Tourism (MINCETUR) - Tourism Satellite Account 2011; Economic Measurement of Tourism, via cooperation UNWTO - OECD.",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),604,Peru,2013,3.7,2013,"Ministry of Foreign Trade and Tourism (MINCETUR) - Tourism Satellite Account 2011; Economic Measurement of Tourism, via cooperation UNWTO - OECD.",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),604,Peru,2014,3.8,2014,"Ministry of Foreign Trade and Tourism (MINCETUR) - Tourism Satellite Account 2011; Economic Measurement of Tourism, via cooperation UNWTO - OECD.",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),604,Peru,2015,3.9,2015,"Ministry of Foreign Trade and Tourism (MINCETUR) - Tourism Satellite Account 2011; Economic Measurement of Tourism, via cooperation UNWTO - OECD.",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),604,Peru,2016,3.9,2016,"Ministry of Foreign Trade and Tourism (MINCETUR) - Tourism Satellite Account 2011; Economic Measurement of Tourism, via cooperation UNWTO - OECD.",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),604,Peru,2017,3.9,2017,"Ministry of Foreign Trade and Tourism (MINCETUR) - Tourism Satellite Account 2011; Economic Measurement of Tourism, via cooperation UNWTO - OECD.",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),604,Peru,2018,3.9,2018,"Ministry of Foreign Trade and Tourism (MINCETUR) - Tourism Satellite Account 2011; Economic Measurement of Tourism, via cooperation UNWTO - OECD.",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),604,Peru,2019,3.9,2019,"Ministry of Foreign Trade and Tourism (MINCETUR) - Tourism Satellite Account 2011; Economic Measurement of Tourism, via cooperation UNWTO - OECD.",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),608,Philippines,2008,5.7,2008,"Tourism Satellite Account, via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),608,Philippines,2009,5.9,2009,"Tourism Satellite Account, via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),608,Philippines,2010,6.2,2010,"Tourism Satellite Account, via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),608,Philippines,2011,6.8,2011,"Tourism Satellite Account, via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),608,Philippines,2012,7.7,2012,"Tourism Satellite Account, via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),608,Philippines,2013,8.1,2013,"Tourism Satellite Account, via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),608,Philippines,2014,8.9,2014,"Tourism Satellite Account, via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),608,Philippines,2015,9.9,2015,"Tourism Satellite Account, via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),608,Philippines,2016,10.4,2016,"Tourism Satellite Account, via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),608,Philippines,2017,11.7,2017,"Tourism Satellite Account, via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),608,Philippines,2018,12.3,2018,"Tourism Satellite Account, via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),608,Philippines,2019,12.9,2019,"Tourism Satellite Account, via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),608,Philippines,2020,5.1,2020,"Tourism Satellite Account, via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),608,Philippines,2021,5.2,2021,"Tourism Satellite Account, via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),616,Poland,2008,2.2,2008,"Ministry of Sport and Tourism, Tourism Satellite Account, via coopertion UNWTO - OECD.",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),616,Poland,2009,1.6,2009,"Ministry of Sport and Tourism, Tourism Satellite Account, via coopertion UNWTO - OECD.",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),616,Poland,2010,1.6,2010,"Ministry of Sport and Tourism, Tourism Satellite Account, via coopertion UNWTO - OECD.",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),616,Poland,2011,1.8,2011,"Ministry of Sport and Tourism, Tourism Satellite Account, via coopertion UNWTO - OECD.",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),616,Poland,2012,2.1,2012,"Ministry of Sport and Tourism, Tourism Satellite Account, via coopertion UNWTO - OECD.",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),616,Poland,2013,1.3,2013,"Ministry of Sport and Tourism, Tourism Satellite Account, via coopertion UNWTO - OECD.",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),616,Poland,2015,1.2,2015,"Ministry of Sport and Tourism, Tourism Satellite Account, via coopertion UNWTO - OECD.",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),620,Portugal,2008,6.0,2008,"Statistics Portugal (INE), Tourism Satellite Account, via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA. Provisional value,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),620,Portugal,2009,5.5,2009,"Statistics Portugal (INE), Tourism Satellite Account, via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA. Estimate,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),620,Portugal,2010,5.5,2010,"Statistics Portugal (INE), Tourism Satellite Account, via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA. Nowcast,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),620,Portugal,2014,6.5,2014,"Statistics Portugal (INE), Tourism Satellite Account, via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA. Break in series.,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),620,Portugal,2015,6.7,2015,"Statistics Portugal (INE), Tourism Satellite Account, via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA. ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),620,Portugal,2016,7.0,2016,"Statistics Portugal (INE), Tourism Satellite Account, via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA. Break in series.,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),620,Portugal,2017,7.7,2017,"Statistics Portugal (INE), Tourism Satellite Account, via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA. ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),620,Portugal,2018,8.0,2018,"Statistics Portugal (INE), Tourism Satellite Account, via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA. ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),620,Portugal,2019,8.1,2019,"Statistics Portugal (INE), Tourism Satellite Account, via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA. ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),620,Portugal,2020,4.8,2020,"Statistics Portugal (INE), Tourism Satellite Account, via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA. Provisional value,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),620,Portugal,2021,5.8,2021,"Statistics Portugal (INE), Tourism Satellite Account, via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA. Estimate,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),630,Puerto Rico,2016,3.4,2016,"Puerto Rico Planning Board, Program of Economic and Social Planning",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),630,Puerto Rico,2017,3.4,2017,"Puerto Rico Planning Board, Program of Economic and Social Planning",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),630,Puerto Rico,2018,2.9,2018,"Puerto Rico Planning Board, Program of Economic and Social Planning",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),630,Puerto Rico,2019,3.4,2019,"Puerto Rico Planning Board, Program of Economic and Social Planning",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),630,Puerto Rico,2020,2.7,2020,"Puerto Rico Planning Board, Program of Economic and Social Planning",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),634,Qatar,2013,1.8,2013,Qatar Tourism and Oxford Economics - Provisional estimates,  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),634,Qatar,2014,2.1,2014,Qatar Tourism and Oxford Economics - Provisional estimates,  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),634,Qatar,2015,3.1,2015,Qatar Tourism and Oxford Economics - Provisional estimates,  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),634,Qatar,2016,3.8,2016,Qatar Tourism and Oxford Economics - Provisional estimates,  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),634,Qatar,2017,3.5,2017,Qatar Tourism and Oxford Economics - Provisional estimates,  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),634,Qatar,2018,3.2,2018,Qatar Tourism and Oxford Economics - Provisional estimates,  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),634,Qatar,2019,3.3,2019,Qatar Tourism and Oxford Economics - Provisional estimates,  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),634,Qatar,2020,2.0,2020,Qatar Tourism and Oxford Economics - Provisional estimates,  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),638,Réunion,2009,2.4,2009,CEROM,  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),638,Réunion,2010,2.7,2010,CEROM,Revised data.,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),638,Réunion,2017,3.2,2017,CEROM,Provisional data.,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),638,Réunion,2019,3.3,2019,CEROM,Estimate.,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),642,Romania,2011,1.8,2011,"National Institute of Statistics, Tourism Satellite Account, via cooperation UNWOT - OECD.",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),642,Romania,2012,1.9,2012,"National Institute of Statistics, Tourism Satellite Account, via cooperation UNWOT - OECD.",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),642,Romania,2013,1.9,2013,"National Institute of Statistics, Tourism Satellite Account, via cooperation UNWOT - OECD.",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),642,Romania,2014,2.0,2014,"National Institute of Statistics, Tourism Satellite Account, via cooperation UNWOT - OECD.",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),642,Romania,2015,2.4,2015,"National Institute of Statistics, Tourism Satellite Account, via cooperation UNWOT - OECD.",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),642,Romania,2016,2.8,2016,"National Institute of Statistics, Tourism Satellite Account, via cooperation UNWOT - OECD.",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),642,Romania,2017,2.8,2017,"National Institute of Statistics, Tourism Satellite Account, via cooperation UNWOT - OECD.",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),642,Romania,2018,2.9,2018,"National Institute of Statistics, Tourism Satellite Account, via cooperation UNWOT - OECD.",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),642,Romania,2019,3.0,2019,"National Institute of Statistics, Tourism Satellite Account, via cooperation UNWOT - OECD.",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),643,Russian Federation,2011,3.0,2011,UNWTO - OECD cooperation.,The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),643,Russian Federation,2012,3.0,2012,UNWTO - OECD cooperation.,The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),643,Russian Federation,2013,3.2,2013,UNWTO - OECD cooperation.,The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),643,Russian Federation,2014,3.4,2014,UNWTO - OECD cooperation.,The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),643,Russian Federation,2015,3.3,2015,UNWTO - OECD cooperation.,The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),643,Russian Federation,2016,3.4,2016,UNWTO - OECD cooperation.,The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),643,Russian Federation,2017,3.9,2017,UNWTO - OECD cooperation.,The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),643,Russian Federation,2018,3.9,2018,UNWTO - OECD cooperation.,The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),646,Rwanda,2014,2.4,2014,Rwanda Development Board (RDB),  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),646,Rwanda,2015,2.7,2015,Rwanda Development Board (RDB),  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),646,Rwanda,2016,3.0,2016,Rwanda Development Board (RDB),  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),646,Rwanda,2017,3.4,2017,Rwanda Development Board (RDB),  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),646,Rwanda,2018,3.4,2018,Rwanda Development Board (RDB),  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),646,Rwanda,2019,3.2,2019,Rwanda Development Board (RDB),  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),646,Rwanda,2020,0.9,2020,Rwanda Development Board (RDB),  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),682,Saudi Arabia,2019,3.8,2019,Ministry of Tourism - Tourism Intelligence Centre & General Authority for Statistics     ,Revised data.,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),682,Saudi Arabia,2020,1.7,2020,Ministry of Tourism - Tourism Intelligence Centre & General Authority for Statistics     ,Revised data.,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),682,Saudi Arabia,2021,2.1,2021,Ministry of Tourism - Tourism Intelligence Centre & General Authority for Statistics     ,Provisional data.,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),694,Sierra Leone,2017,3.5,2017,Ministry of Tourism - Tourism Intelligence Centre & General Authority for Statistics     ,  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),694,Sierra Leone,2018,4.1,2018,Ministry of Tourism - Tourism Intelligence Centre & General Authority for Statistics     ,  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),694,Sierra Leone,2019,3.7,2019,Ministry of Tourism - Tourism Intelligence Centre & General Authority for Statistics     ,  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),694,Sierra Leone,2020,5.6,2020,Ministry of Tourism - Tourism Intelligence Centre & General Authority for Statistics     ,  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),702,Singapore,2015,2.6,2015,Singapore Department of Statistics: Derived from Table 6 on domestic supply and inbound tourism consumption,Estimate.,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),703,Slovakia,2013,2.3,2013,"Statistical Office, Tourism Satellite Account, via cooperation UNWTO - OECD.",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),703,Slovakia,2014,2.1,2014,"Statistical Office, Tourism Satellite Account, via cooperation UNWTO - OECD.",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),703,Slovakia,2015,2.5,2015,"Statistical Office, Tourism Satellite Account, via cooperation UNWTO - OECD.",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),703,Slovakia,2016,2.6,2016,"Statistical Office, Tourism Satellite Account, via cooperation UNWTO - OECD.",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),703,Slovakia,2017,2.6,2017,"Statistical Office, Tourism Satellite Account, via cooperation UNWTO - OECD.",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),703,Slovakia,2018,2.7,2018,"Statistical Office, Tourism Satellite Account, via cooperation UNWTO - OECD.",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),703,Slovakia,2019,2.8,2019,"Statistical Office, Tourism Satellite Account, via cooperation UNWTO - OECD.",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),705,Slovenia,2009,4.9,2009,Statistical Office of the Republic of Slovenia (SURS) - TSA,  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),705,Slovenia,2012,4.9,2012,Statistical Office of the Republic of Slovenia (SURS) - TSA,  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),705,Slovenia,2014,4.9,2014,Statistical Office of the Republic of Slovenia (SURS) - TSA,  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),705,Slovenia,2015,4.9,2015,Statistical Office of the Republic of Slovenia (SURS) - TSA,  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),705,Slovenia,2017,5.3,2017,Statistical Office of the Republic of Slovenia (SURS) - TSA,  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),705,Slovenia,2019,5.4,2019,Statistical Office of the Republic of Slovenia (SURS) - TSA,  ,C,PERCENT,G,ST_GDP_ZS,
